,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-32.4063549333,87.2443034111,9.90691989462,0.0,390.011653506,14.5144240001,30,4.45417060789e-20,3.01985935916e-11,-3.74760816214,0.952584445477,0.270841426046,0.198178082705
writeily-pro,0.0,119.650658344,7.16947844854,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.965449213982,-0.0,0.423215717077
writeily-pro-lint-all,-5.42423691111,114.226421433,7.18088837254,275.0,65.2808873773,2.92786558618,30,0.00486945894822,0.00988340129169,-0.75597164368,0.934089303017,0.0453339495675,0.0631138235331
writeily-pro-lint-overdraw,0.181695116667,119.832353461,6.41905177322,450.0,-2.18670729957,-0.103415383686,30,0.917994374822,0.994101921325,0.0267017372504,0.973196804523,-0.00151854673581,0.629804730415
writeily-pro-lint-unused-resource,0.0470496916667,119.697708036,6.35783079249,445.0,-0.566244740626,-0.0268930862532,30,0.978638644,0.946955942226,0.00694376501244,0.965616226196,-0.000393225514324,0.427141755819
writeily-pro-lint-useless-parent,-0.364824497222,119.285833847,7.07336898085,440.0,4.39067601691,0.198405135079,30,0.843422037855,0.888302842153,-0.0512279855977,0.941150844097,0.0030490805673,0.0976897776127
writeily-pro-lint-viewholder,-5.38581458056,114.264843764,6.65677426574,272.0,64.8184732396,3.01525568396,30,0.0038132274885,0.00868437122924,-0.778535669903,0.948691904545,0.0450128286386,0.155939951539
