,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-33.2765788806,124.986573678,9.67940284874,0.0,302.775932448,14.5049399705,30,1.26497996914e-20,3.01985935916e-11,-3.74515939623,0.953276634216,0.2102610642,0.20675329864
writeily-pro,0.0,158.263152558,8.01271236811,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.962803900242,-0.0,0.364590227604
writeily-pro-lint-all,-5.18369385,153.079458708,7.87070614693,296.0,47.1652372857,2.52786358288,30,0.0142227330632,0.0232434470537,-0.652691570532,0.931188642979,0.032753637004,0.0528096295893
writeily-pro-lint-overdraw,0.266772566667,158.529925125,7.3404657858,449.0,-2.42730218494,-0.134462937107,30,0.893505588847,0.994101921325,0.0347181810731,0.963819742203,-0.00168562651732,0.386305600405
writeily-pro-lint-unused-resource,0.151665138889,158.414817697,7.1994652992,445.0,-1.37996619219,-0.0771170275816,30,0.938798872246,0.946955942226,0.0199115309022,0.958502471447,-0.000958309855688,0.283496558666
writeily-pro-lint-useless-parent,-0.291949791667,157.971202767,7.90200682322,440.0,2.65638396054,0.142093531365,30,0.887498662658,0.888302842153,-0.0366883920388,0.938023090363,0.00184471108371,0.0804718732834
writeily-pro-lint-viewholder,-5.14644197222,153.116710586,7.35596243695,288.0,46.8262910235,2.59149342272,30,0.0120888004883,0.0169548805873,-0.669120724533,0.946594774723,0.0325182576552,0.136951819062
