,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,2.39311888889,9.60839939167,0.673512460696,0.0,-477.610149553,-18.8700091343,30,3.87055030023e-19,3.01985935916e-11,4.872215408,0.962824463844,-0.331673714968,0.365020245314
writeily-pro,0.0,7.21528050278,0.16997102233,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.975958764553,-0.0,0.710964739323
writeily-pro-lint-all,0.126464352778,7.34174485556,0.18560042113,279.0,-25.2393053783,-2.75231241785,30,0.00790159626084,0.0117106837929,0.710644010527,0.9669932127,-0.0175272954016,0.460511386395
writeily-pro-lint-overdraw,-0.0237573277778,7.191523175,0.249200073286,390.0,4.74140291383,0.431379413597,30,0.66800415065,0.379036310774,-0.111381685651,0.904459297657,0.00329264091238,0.0108153587207
writeily-pro-lint-unused-resource,-0.00279984444444,7.21248065833,0.234697389194,436.0,0.558782988194,0.0529205882032,30,0.957994684286,0.841801450158,-0.0136640371188,0.931569516659,0.000388043741801,0.0540573969483
writeily-pro-lint-useless-parent,0.0311808166667,7.24646131944,0.192284534618,406.0,-6.22295640242,-0.665465800305,30,0.508430069799,0.520144612162,0.171822530804,0.968225777149,-0.00432149750168,0.491842269897
writeily-pro-lint-viewholder,0.164145030556,7.37942553333,0.243483235246,273.0,-32.7594809251,-3.02773260752,30,0.00383325973857,0.00906876099327,0.781757197713,0.969691336155,-0.0227496395313,0.530764043331
