,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-18.2116657038,0.726454468391,0.048194355495,0.0,1384.76249887,282.41891056,29,3.79991261195e-53,4.46175034167e-11,-72.3353501418,0.944767415524,0.961640624213,0.133673369884
gnucash,0.0,18.9381201722,0.349778579704,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.878519713879,-0.0,0.00260741310194
gnucash-lint-all,0.0116589333333,18.9497791056,0.23422925559,391.0,-0.886511641457,-0.151697105917,30,0.880028408908,0.387099777679,0.0391680243255,0.911041021347,-0.000615633084345,0.0158091429621
gnucash-lint-obsolete-layout-param,0.0192103162835,18.9573304885,0.129016205358,367.0,-1.46069700671,-0.281648936173,29,0.779782907592,0.306103466257,0.072390134272,0.972811341286,-0.00101437292133,0.638038039207
gnucash-lint-recycle,0.0357157236111,18.9738358958,0.119307488789,361.0,-2.71572054313,-0.527372005762,28,0.60116356627,0.362668410164,0.134780907013,0.971355557442,-0.00188591704384,0.617372989655
