,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,6.95122265364,20.2459803592,0.158193606041,0.0,-752.910345787,-64.4000213637,29,8.71364505208e-37,4.46175034167e-11,16.5248950631,0.982709348202,-0.522854406796,0.900982201099
gnucash,0.0,13.2947577056,0.568886211809,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.928350687027,-0.0,0.0443994402885
gnucash-lint-all,0.119335158333,13.4140928639,0.617478541545,405.0,-12.925593065,-0.778505730327,30,0.439456606731,0.510597936606,0.201009315232,0.940788865089,-0.00897610629515,0.0955202057958
gnucash-lint-obsolete-layout-param,-0.0849764239464,13.2097812816,0.456020511298,410.0,9.20408278156,0.634107051387,29,0.528633147861,0.710288955131,-0.16451260182,0.967926383018,0.00639172415386,0.504900634289
gnucash-lint-recycle,-0.0269011013889,13.2678566042,0.33105942814,405.0,2.91374892705,0.221861336136,28,0.825379171209,0.821490768513,-0.057296343889,0.956532478333,0.0020234367549,0.287717521191
