,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-6.6399795477,30.726158569,0.0630760255224,0.0,255.888647599,176.242041244,29,2.35873399511e-53,4.46175034167e-11,-45.2575501465,0.926179170609,0.177700449722,0.0438413731754
gnucash,0.0,37.3661381167,0.196130489716,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.946383297443,-0.0,0.135167881846
gnucash-lint-all,0.0322856666667,37.3984237833,0.228090100426,440.0,-1.24421099807,-0.587847481146,30,0.558967681301,0.888302842153,0.151781566973,0.857775211334,-0.000864035415323,0.000905963825062
gnucash-lint-obsolete-layout-param,-0.0145590448276,37.3515790718,0.157987257396,384.0,0.561070145549,0.314506136123,29,0.754321778753,0.443867311057,-0.0816019509637,0.736463308334,0.00038963204552,7.33843944545e-06
gnucash-lint-recycle,0.011963785119,37.3781019018,0.0967632577144,392.0,-0.461055154205,-0.297551694605,28,0.767479537261,0.668712892821,0.0765356271258,0.922891914845,-0.00032017719042,0.040913194418
