,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,6.6308850341,12.8834403563,0.110352944842,0.0,-1527.13154175,-102.310256467,29,2.62025772038e-45,4.46175034167e-11,26.275380746,0.984343409538,-1.0605080151,0.932151198387
simple-gallery,0.0,6.25255532222,0.336776434103,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.961288630962,-0.0,0.334041506052
simple-gallery-lint-overdraw,0.0530746203065,6.30562994253,0.251148734547,364.0,-12.2233949646,-0.687737691008,29,0.494583781786,0.285106511547,0.178218557769,0.971280395985,-0.0084884687254,0.594908297062
