,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-5.75269070805,19.526664342,0.0494121250272,0.0,327.693273946,164.323192021,29,5.73670439222e-50,4.45885936692e-11,-42.1573602836,0.854344010353,0.227564773574,0.000935363816097
simple-gallery,0.0,25.27935505,0.18504560354,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.919665575027,-0.0,0.0262906476855
simple-gallery-lint-overdraw,0.17871728046,25.4580723305,0.106740302608,173.0,-10.180357978,-4.56262692253,29,3.66728068728e-05,7.34412627876e-05,1.17796322803,0.898178577423,-0.00706969304028,0.0088632022962
