,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-13.5849816661,0.463276767241,0.0154446553285,0.0,1392.51236671,399.298328171,29,1.75623054632e-56,4.46175034167e-11,-102.229959802,0.869440853596,0.967022476883,0.0019617495127
simple-gallery,0.0,14.0482584333,0.185683622049,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.976723492146,-0.0,0.733372271061
simple-gallery-lint-overdraw,0.160910960345,14.2091693937,0.148287877735,211.0,-16.493986354,-3.68425544887,29,0.000524770663309,0.000702252424134,0.955783695607,0.890935480595,-0.0114541571903,0.005984172225
