,duration,energy_arm,energy_g3d,energy_kfc,energy_mem,experiment,temperature,timestamp
0,201,45.46105075,0.457436,12.7762901667,19.4895285,blank-app,0.0,2016_07_16-13_59
1,200,44.561958,0.467001916667,12.9647565833,19.4906303333,blank-app,0.0,2016_07_16-14_09
2,201,45.6083504167,0.468236416667,12.79169375,19.5163731667,blank-app,0.0,2016_07_16-14_19
3,201,44.6771379167,0.477195666667,12.9704339167,19.5891943333,blank-app,0.0,2016_07_16-14_29
4,200,44.1602739167,0.437522,12.9550865833,19.4884266667,blank-app,0.0,2016_07_16-14_39
5,200,45.0354049167,0.446428083333,12.8579428333,19.5137688333,blank-app,0.0,2016_07_16-14_50
6,200,44.7787668333,0.470861333333,13.107458,19.5158925833,blank-app,0.0,2016_07_16-15_00
7,201,45.0563584167,0.4688535,12.8230578333,19.6117318333,blank-app,0.0,2016_07_16-15_10
8,201,45.3334335833,0.480834083333,13.0930740833,19.5818821667,blank-app,0.0,2016_07_16-15_20
9,200,43.87465975,0.453203,12.8844285833,19.5076586667,blank-app,0.0,2016_07_16-15_30
10,200,44.4268825833,0.45923475,12.8874599167,19.4929341667,blank-app,0.0,2016_07_16-15_40
11,200,45.45792675,0.464965666667,12.8320375,19.477809,blank-app,0.0,2016_07_16-15_51
12,200,45.20319875,0.456599583333,12.9113263333,19.4709976667,blank-app,0.0,2016_07_16-16_01
13,201,45.2795175833,0.469794083333,12.6935115833,19.4819158333,blank-app,0.0,2016_07_16-16_11
14,201,46.1413000833,0.466854,13.0109348333,19.5808805,blank-app,0.0,2016_07_16-16_21
15,200,45.7501156667,0.457740166667,12.8505168333,19.5057555,blank-app,0.0,2016_07_16-16_31
16,201,44.2988918333,0.4616685,12.999157,19.5818821667,blank-app,0.0,2016_07_16-16_42
17,201,45.945897,0.468968666667,12.8334765833,19.570964,blank-app,0.0,2016_07_16-16_52
18,200,45.1746851667,0.443180583333,12.8992745,19.4865508333,blank-app,0.0,2016_07_16-17_02
19,201,44.38995775,0.470244166667,12.9364685833,19.4764066667,blank-app,0.0,2016_07_16-17_12
20,201,44.5236833333,0.45961675,12.9788744167,19.5193781667,blank-app,0.0,2016_07_16-17_22
21,200,44.97532825,0.4779465,12.75588,19.4985435,blank-app,0.0,2016_07_16-17_32
22,201,47.6544551667,1.483085,13.7111756667,20.5226836667,blank-app,0.0,2016_07_16-17_43
23,201,44.18715375,0.460070833333,13.0001690833,19.6072243333,blank-app,0.0,2016_07_16-17_53
24,200,45.7270803333,0.467095083333,12.881215,19.4888273333,blank-app,0.0,2016_07_16-18_03
25,200,45.7878443333,0.44716925,12.8318215,19.498844,blank-app,0.0,2016_07_16-18_13
26,201,44.6407746667,0.446044833333,12.8439968333,19.5822828333,blank-app,0.0,2016_07_16-18_23
27,200,45.9608095833,0.446645416667,12.6160270833,19.5217821667,blank-app,0.0,2016_07_16-18_33
28,201,45.4169420833,0.520229583333,12.8608169167,19.6428836667,blank-app,0.0,2016_07_16-18_44
29,200,44.9500289167,0.463385833333,12.7725835,19.4823165,blank-app,0.0,2016_07_16-18_54
30,199,149.399497,14.1578203333,5.98804075,25.2740441667,simple-gallery-lint-overdraw,0.0,2016_07_16-14_02
31,199,150.39214775,14.2505686667,6.15506816667,25.3399375833,simple-gallery-lint-overdraw,0.0,2016_07_16-14_12
32,200,148.403799083,14.26662075,6.58418483333,25.3343001667,simple-gallery-lint-overdraw,0.0,2016_07_16-14_22
