,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-18.2426170201,102.353987351,0.46879674942,0.0,217.828425983,88.756760318,29,2.9193739986e-47,6.50947464278e-11,-23.3086671791,0.974301755428,0.151269740266,0.680660247803
talalarmo,0.0,120.596604371,1.00265824672,420.5,-0.0,0.0,29,1.0,0.993793223603,0.0,0.82523471117,-0.0,0.000245187169639
talalarmo-lint-all,-0.529988494253,120.066615876,0.82278756653,278.0,6.32839901013,2.20045929138,29,0.0320759641635,0.0272244685468,-0.577868920408,0.975840508938,0.00439472153481,0.724729597569
talalarmo-lint-draw-allocation,-0.601004174261,119.995600196,1.26897398699,225.0,7.17637130375,1.9795502134,28,0.0531251013553,0.00396144057908,-0.526647927136,0.821752071381,0.00498359118316,0.000264688860625
talalarmo-lint-wakelock,-0.906465451047,119.69013892,0.563336733344,149.0,10.8237728278,4.22640792572,28,0.000116518159391,4.23336884732e-05,-1.1094207062,0.964239656925,0.00751650890817,0.437137454748
