,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
blank-app,-16.3876328103,41.8121254511,0.46045416033,0.0,405.468887703,99.6038447332,29,1.34914442295e-55,6.50947464278e-11,-26.1572511021,0.977743387222,0.281575616461,0.778227984905
talalarmo,0.0,58.1997582615,0.756965972406,420.5,-0.0,0.0,29,1.0,0.993793223603,0.0,0.957416713238,-0.0,0.283480882645
talalarmo-lint-all,-0.480135632184,57.7196226293,0.928212513399,286.0,11.8796938509,2.15874409631,29,0.0353471598934,0.0371716466944,-0.566913973487,0.968797922134,0.00824978739648,0.527555286884
talalarmo-lint-draw-allocation,-0.858232776375,57.3415254851,0.793658322013,184.0,21.234713595,4.17510520451,28,0.000107842650508,0.000406734691605,-1.10711766006,0.956462860107,0.0147463288854,0.286595284939
talalarmo-lint-wakelock,-0.851352800185,57.3484054613,0.692524762605,166.0,21.0644866729,4.43276051131,28,4.50516124469e-05,0.00013183857365,-1.17258754597,0.970503330231,0.0146281157451,0.594147503376
