timestamp,armW,memW,g3dW,kfcW,temperature,dumb
1469503547,0.067414,0.132220,0.069685,0.034104,55000,
1469503548,0.295761,0.110584,0.001812,0.087528,55000,
1469503548,0.732226,0.102170,0.074210,0.080015,55000,
1469503548,0.007288,0.093756,0.001812,0.033660,55000,
1469503548,0.007288,0.092554,0.001812,0.042435,54000,
1469503549,0.007288,0.092554,0.001812,0.039606,54000,
1469503549,0.007288,0.102170,0.001812,0.098685,54000,
1469503549,0.007288,0.092554,0.001812,0.113344,53000,
1469503550,0.007288,0.092554,0.001812,0.094770,53000,
1469503550,0.006377,0.092554,0.001812,0.091881,53000,
1469503550,0.375088,0.100968,0.001812,0.131660,53000,
1469503550,0.358265,0.102170,0.001812,0.055395,54000,
1469503551,0.011843,0.090150,0.001812,0.019652,54000,
1469503551,0.006377,0.091352,0.001812,0.020790,54000,
1469503551,0.006377,0.091352,0.001812,0.017010,52000,
1469503552,0.006377,0.102170,0.001812,0.058174,52000,
1469503552,0.220194,0.112988,0.001812,0.196524,52000,
1469503552,0.677556,0.103372,0.001812,0.110880,52000,
1469503552,0.488334,0.103372,0.001812,0.017192,55000,
1469503553,0.503736,0.100968,0.001812,0.015990,55000,
1469503553,0.753060,0.094958,0.001812,0.015964,55000,
1469503553,1.003816,0.105776,0.001812,0.017192,58000,
1469503554,1.132654,0.092554,0.001812,0.015964,58000,
1469503554,0.693339,0.094958,0.001812,0.015964,58000,
1469503554,1.448160,0.098564,0.001812,0.015964,58000,
1469503554,1.643319,0.100968,0.001812,0.017192,61000,
1469503555,1.578191,0.094958,0.001812,0.017192,61000,
1469503555,1.011114,0.097362,0.001812,0.017192,61000,
1469503555,0.123760,0.092554,0.001812,0.017220,55000,
1469503556,0.008199,0.100968,0.001812,0.038608,55000,
1469503556,0.066710,0.121402,0.001812,0.250908,55000,
1469503556,0.016398,0.097362,0.001812,0.075663,55000,
1469503556,0.154712,0.102170,0.001812,0.047150,53000,
1469503557,1.753382,0.102170,0.071495,0.094171,53000,
1469503557,1.348676,0.146644,0.095025,0.017192,53000,
1469503557,1.578960,0.133422,0.068780,0.017192,60000,
1469503558,1.676257,0.133422,0.099550,0.017192,60000,
1469503558,1.789875,0.132220,0.019026,0.017192,60000,
1469503558,0.669222,0.117796,0.035334,0.017192,60000,
1469503558,0.379050,0.122604,0.047060,0.035699,58000,
