,duration,energy_arm,energy_g3d,energy_kfc,energy_mem,experiment,temperature,timestamp
83,855,373.3462845,22.2201815,32.7321876667,90.6572284167,uhabits-lint-overdraw,0.0,2016_05_18-22_14
84,857,375.910965417,22.4037465,31.7292435,90.78494425,uhabits-lint-overdraw,0.0,2016_05_18-23_25
85,863,373.99315025,22.5751620833,32.5170784167,91.4526284167,uhabits-lint-overdraw,0.0,2016_05_19-00_34
86,857,383.603163083,22.1387521667,32.3448719167,90.8858243333,uhabits-lint-overdraw,0.0,2016_05_19-01_45
87,861,384.08792475,22.40286925,32.483932,91.1652893333,uhabits-lint-overdraw,0.0,2016_05_19-02_55
88,865,391.020258917,22.6028035,32.4659895,91.6358973333,uhabits-lint-overdraw,0.0,2016_05_19-04_06
89,864,399.176612,22.7203798333,31.7764641667,91.5398415,uhabits-lint-overdraw,0.0,2016_05_19-05_18
90,817,290.071841,20.197306,32.2542218333,86.6477885833,uhabits-lint-unused-resource,0.0,2016_05_17-20_00
91,820,291.082927667,20.06165225,32.3801101667,87.0463406667,uhabits-lint-unused-resource,0.0,2016_05_17-21_09
92,848,357.90251025,19.6760049167,31.68642825,90.6998528333,uhabits-lint-unused-resource,0.0,2016_05_17-22_17
93,823,294.756259917,20.2145843333,32.81846575,87.5342206667,uhabits-lint-unused-resource,0.0,2016_05_17-23_25
94,824,296.35899925,20.5739738333,31.68001725,87.29647925,uhabits-lint-unused-resource,0.0,2016_05_18-00_34
95,826,297.790082167,20.48605775,32.198059,87.4638305,uhabits-lint-unused-resource,0.0,2016_05_18-01_42
96,828,306.932625,20.72173725,31.54561925,87.893284,uhabits-lint-unused-resource,0.0,2016_05_18-02_51
97,831,312.666188167,20.7309549167,31.7575819167,88.22235375,uhabits-lint-unused-resource,0.0,2016_05_18-03_59
98,833,312.137034417,21.08096,31.8711193333,88.4629343333,uhabits-lint-unused-resource,0.0,2016_05_18-05_08
99,834,316.853768917,21.3484811667,31.4910990833,88.5602548333,uhabits-lint-unused-resource,0.0,2016_05_18-06_16
100,831,325.9265305,20.8068435,30.7155485,87.9968173333,uhabits-lint-unused-resource,0.0,2016_05_18-07_25
101,834,333.961305667,21.1771373333,30.9574810833,88.5848410833,uhabits-lint-unused-resource,0.0,2016_05_18-08_34
102,837,327.381434,21.1920018333,32.0831918333,88.7940059167,uhabits-lint-unused-resource,0.0,2016_05_18-09_43
103,837,334.40538025,21.57413175,31.2620071667,88.7708051667,uhabits-lint-unused-resource,0.0,2016_05_18-10_52
104,838,340.3409195,21.4845465833,32.0625104167,88.9914071667,uhabits-lint-unused-resource,0.0,2016_05_18-12_01
105,837,348.813453667,21.34834025,30.7502810833,88.9822626667,uhabits-lint-unused-resource,0.0,2016_05_18-13_10
106,858,348.40520025,17.96326275,32.4549163333,89.4935870833,uhabits-lint-unused-resource,0.0,2016_05_18-14_20
107,844,351.260643083,21.7501669167,32.8634868333,89.6525121667,uhabits-lint-unused-resource,0.0,2016_05_18-15_30
108,844,359.065939167,21.751154,31.7093853333,89.5661285,uhabits-lint-unused-resource,0.0,2016_05_18-16_40
109,849,357.771530667,21.9640153333,31.31581675,90.02136075,uhabits-lint-unused-resource,0.0,2016_05_18-17_49
110,851,360.900385333,22.0099725833,31.9593498333,90.2997825833,uhabits-lint-unused-resource,0.0,2016_05_18-18_59
111,847,367.972067833,22.08396075,31.4782025833,89.8431895,uhabits-lint-unused-resource,0.0,2016_05_18-20_09
112,853,369.73620625,21.79210975,32.2890040833,90.4147751667,uhabits-lint-unused-resource,0.0,2016_05_18-21_18
113,857,370.866245833,22.2048919167,31.67356175,90.6336468333,uhabits-lint-unused-resource,0.0,2016_05_18-22_29
114,853,380.17094125,22.18115225,31.9080264167,90.4625794167,uhabits-lint-unused-resource,0.0,2016_05_18-23_39
115,859,382.01968925,22.3724551667,32.0993314167,91.0187726667,uhabits-lint-unused-resource,0.0,2016_05_19-00_49
116,861,383.115671167,22.4330474167,32.1778185833,91.185523,uhabits-lint-unused-resource,0.0,2016_05_19-01_59
117,865,381.44167475,22.3273288333,33.1780196667,91.558744,uhabits-lint-unused-resource,0.0,2016_05_19-03_10
118,864,392.110606333,22.61580175,32.81395,91.6763396667,uhabits-lint-unused-resource,0.0,2016_05_19-04_21
119,863,399.6762245,22.3284115,31.7545093333,91.3849861667,uhabits-lint-unused-resource,0.0,2016_05_19-05_32
120,816,285.347645833,19.9963630833,32.449617,86.6139450833,uhabits,0.0,2016_05_17-19_19
121,845,322.087462333,18.8711769167,32.3731359167,89.363736,uhabits,0.0,2016_05_17-20_27
122,830,229.056207083,15.9691956667,31.9092255,84.855823,uhabits,0.0,2016_05_17-21_36
123,821,294.241860167,20.2215746667,32.2228883333,87.203297,uhabits,0.0,2016_05_17-22_44
124,844,287.181868583,18.3277941667,32.3062490833,88.1578853333,uhabits,0.0,2016_05_17-23_52
125,825,298.005116083,20.6263790833,32.7643824167,87.6927008333,uhabits,0.0,2016_05_18-01_01
126,823,311.204055083,20.61142925,32.1891248333,87.444803,uhabits,0.0,2016_05_18-02_09
127,826,307.773431,20.8866665833,31.5662038333,87.71595,uhabits,0.0,2016_05_18-03_17
128,829,316.691033833,21.0923618333,31.22490375,88.0731215,uhabits,0.0,2016_05_18-04_26
129,831,316.7618625,20.8817500833,31.65000825,88.0576185,uhabits,0.0,2016_05_18-05_34
130,832,327.893385833,21.1390441667,31.1563871667,88.4886356667,uhabits,0.0,2016_05_18-06_43
131,837,321.027475667,21.301049,32.03522875,88.7864311667,uhabits,0.0,2016_05_18-07_52
132,835,330.028232417,21.4324910833,32.16412325,88.81070925,uhabits,0.0,2016_05_18-09_01
133,840,331.150474417,21.7073441667,31.8483903333,89.1862250833,uhabits,0.0,2016_05_18-10_10
134,842,336.93469825,21.8013105,33.0475451667,89.6108028333,uhabits,0.0,2016_05_18-11_19
135,839,340.851248333,21.5728899167,31.8545649167,89.062791,uhabits,0.0,2016_05_18-12_28
136,842,350.314723417,21.9693354167,31.5948089167,89.5529451667,uhabits,0.0,2016_05_18-13_37
137,844,345.318857167,22.0006173333,32.0656868333,89.5755441667,uhabits,0.0,2016_05_18-14_47
138,847,346.85465725,21.7543216667,32.4661841667,89.9033896667,uhabits,0.0,2016_05_18-15_57
139,847,359.685722583,22.0283895833,31.5298415,90.1012188333,uhabits,0.0,2016_05_18-17_07
140,846,361.946274583,22.00472525,31.5932593333,89.8406955,uhabits,0.0,2016_05_18-18_16
141,852,367.903985917,22.3367099167,31.4926604167,90.3833145,uhabits,0.0,2016_05_18-19_26
142,820,249.9918785,15.9789650833,31.61394875,83.3371641667,uhabits,0.0,2016_05_18-20_36
143,854,372.206645167,21.9237460833,31.2421206667,90.445692,uhabits,0.0,2016_05_18-21_46
144,858,374.50016775,22.1364146667,32.52002925,90.79032175,uhabits,0.0,2016_05_18-22_56
145,861,378.609971,22.4130105833,32.4776984167,91.27324375,uhabits,0.0,2016_05_19-00_06
146,858,380.872404917,22.5466913333,32.4110475833,91.011233,uhabits,0.0,2016_05_19-01_16
147,855,390.34853325,22.4307951667,31.6703393333,90.9523655,uhabits,0.0,2016_05_19-02_27
148,863,392.174714833,22.60652475,31.6694784167,91.5266906667,uhabits,0.0,2016_05_19-03_37
149,894,474.985814,22.2684359167,32.4013704167,95.8725506667,uhabits,0.0,2016_05_19-04_48
