timestamp,armW,memW,g3dW,kfcW,dumb
1462358227,0.006377,0.090150,0.001810,0.010395,
1462358227,0.006377,0.088948,0.001812,0.011340,
1462358228,0.006377,0.090150,0.001810,0.025515,
1462358228,0.007288,0.117796,0.001812,0.157734,
1462358228,0.007288,0.088948,0.001812,0.014175,
1462358228,0.006377,0.090150,0.001812,0.014175,
1462358229,0.142596,0.092554,0.001812,0.042183,
1462358229,0.309414,0.097362,0.001810,0.072629,
1462358229,0.007288,0.087746,0.001812,0.018071,
1462358230,0.007288,0.087746,0.001812,0.010395,
1462358230,0.007288,0.088948,0.001812,0.011340,
1462358230,0.007288,0.088948,0.001810,0.014175,
1462358231,0.006377,0.088948,0.001812,0.014175,
1462358231,0.007288,0.100968,0.001812,0.112817,
1462358231,0.007288,0.087746,0.001812,0.023644,
1462358231,0.007288,0.088948,0.001812,0.013230,
1462358232,0.007288,0.090150,0.001812,0.013230,
1462358232,0.007288,0.088948,0.001812,0.013230,
1462358232,0.007288,0.088948,0.001812,0.010395,
1462358233,0.006377,0.087746,0.001812,0.012285,
1462358233,0.006377,0.105776,0.001810,0.042525,
1462358233,0.151368,0.096160,0.001812,0.114492,
1462358233,0.006377,0.088948,0.001810,0.013230,
1462358234,0.006377,0.088948,0.001810,0.014175,
1462358234,0.436568,0.098564,0.001812,0.086508,
1462358234,0.152152,0.092554,0.001812,0.017192,
1462358235,0.007288,0.090150,0.001812,0.013692,
1462358235,0.007288,0.087746,0.001812,0.013230,
1462358235,0.007288,0.088948,0.001810,0.010395,
1462358236,0.007288,0.090150,0.001810,0.012285,
1462358236,0.007288,0.088948,0.001810,0.013230,
1462358236,0.007288,0.093756,0.001812,0.017955,
1462358236,0.007288,0.090150,0.001812,0.023122,
1462358237,0.007288,0.090150,0.001812,0.014175,
1462358237,0.007288,0.090150,0.001812,0.013230,
1462358237,0.007288,0.088948,0.001812,0.013230,
1462358238,0.006377,0.090150,0.001810,0.013230,
1462358238,0.007288,0.090150,0.001810,0.008505,
1462358238,0.007288,0.088948,0.001810,0.053979,
1462358238,0.007288,0.121402,0.001810,0.124338,
1462358239,0.007288,0.090150,0.001810,0.015120,
1462358239,0.007288,0.090150,0.001810,0.014175,
1462358239,0.284100,0.093756,0.001812,0.082397,
1462358240,0.164776,0.097362,0.001810,0.028244,
1462358240,0.007288,0.090150,0.001810,0.016949,
1462358240,0.007288,0.090150,0.001810,0.013230,
1462358240,0.007288,0.090150,0.001810,0.011340,
1462358241,0.007288,0.088948,0.001810,0.011340,
1462358241,0.007288,0.090150,0.001810,0.013230,
1462358241,0.007288,0.087746,0.001810,0.030304,
1462358242,0.034618,0.091352,0.001810,0.016816,
1462358242,0.007288,0.090150,0.001812,0.013230,
1462358242,0.007288,0.091352,0.001812,0.014175,
1462358243,0.006377,0.088948,0.001812,0.012285,
1462358243,0.007288,0.087746,0.001812,0.013230,
1462358243,0.006377,0.088948,0.001810,0.011340,
1462358243,0.169824,0.114190,0.001810,0.113113,
1462358244,0.746640,0.120200,0.047965,0.100942,
1462358244,0.602140,0.118998,0.063350,0.017192,
1462358244,0.265608,0.131018,0.072400,0.123768,
1462358245,0.825825,0.123806,0.082355,0.017192,
1462358245,0.426790,0.150250,0.080545,0.017192,
1462358245,0.078260,0.115392,0.056110,0.022540,
1462358245,0.007288,0.092554,0.026245,0.015120,
1462358246,0.007288,0.091352,0.002715,0.016065,
1462358246,0.582726,0.103372,0.028055,0.090090,
1462358246,0.910067,0.132220,0.093215,0.017192,
1462358247,1.174335,0.156260,0.101360,0.017192,
1462358247,0.079170,0.139432,0.101360,0.047355,
1462358247,0.860675,0.140634,0.105885,0.111964,
1462358247,0.827254,0.125008,0.095930,0.017192,
1462358248,0.931216,0.132220,0.062445,0.017192,
1462358248,0.394020,0.118998,0.079728,0.017192,
1462358248,0.008199,0.105776,0.086880,0.095284,
1462358249,0.717288,0.106978,0.020815,0.141954,
1462358249,0.930000,0.117796,0.002718,0.017192,
1462358249,0.942175,0.117796,0.002715,0.017192,
1462358249,0.041860,0.112988,0.047060,0.090136,
1462358250,0.935244,0.138230,0.074949,0.110880,
1462358250,0.599949,0.115392,0.038915,0.017192,
1462358250,0.366894,0.106978,0.002718,0.017192,
1462358251,0.259374,0.094958,0.002715,0.100303,
1462358251,1.035234,0.112988,0.002718,0.056580,
1462358251,0.057393,0.128614,0.082355,0.039202,
1462358251,0.008199,0.100968,0.085070,0.016065,
1462358252,0.008199,0.091352,0.002718,0.014175,
1462358252,0.123025,0.092554,0.002715,0.080659,
1462358252,1.057306,0.135826,0.002715,0.060270,
1462358253,1.225269,0.122604,0.016290,0.017192,
1462358253,0.381843,0.152654,0.105885,0.017192,
1462358253,0.315684,0.112988,0.051585,0.130570,
1462358253,0.734400,0.126210,0.047965,0.017192,
1462358254,0.742731,0.137028,0.102265,0.017192,
1462358254,0.575752,0.122604,0.075852,0.017192,
1462358254,0.073710,0.123806,0.124890,0.060350,
1462358255,0.752978,0.116594,0.032580,0.172900,
1462358255,0.572180,0.106978,0.002718,0.017192,
1462358255,0.450282,0.100968,0.002718,0.017220,
1462358255,0.133770,0.105776,0.002718,0.026243,
1462358256,0.605640,0.141836,0.074949,0.169950,
1462358256,0.897162,0.118998,0.075852,0.017220,
1462358256,0.575016,0.111786,0.012670,0.017220,
1462358257,0.059800,0.092554,0.002718,0.028224,
1462358257,0.706420,0.111786,0.002715,0.142800,
1462358257,0.536844,0.106978,0.015385,0.017220,
1462358257,0.346474,0.117796,0.007248,0.017220,
1462358258,0.008199,0.088948,0.049775,0.014175,
1462358258,0.007288,0.093756,0.002718,0.028350,
1462358258,0.501800,0.126210,0.002715,0.123172,
1462358259,1.133118,0.144240,0.001810,0.017220,
1462358259,1.148343,0.144240,0.092310,0.017192,
1462358259,0.022775,0.114190,0.075115,0.058630,
1462358259,0.574056,0.126210,0.026245,0.097012,
1462358260,0.859160,0.138230,0.067875,0.017220,
1462358260,0.811152,0.131018,0.091405,0.017220,
1462358260,1.135573,0.138230,0.056889,0.017220,
1462358261,0.355041,0.109382,0.133035,0.017220,
1462358261,0.146150,0.116594,0.045250,0.155610,
1462358261,0.813737,0.108180,0.002718,0.017220,
1462358261,0.317245,0.106978,0.002718,0.017220,
1462358262,0.423309,0.117796,0.070590,0.167139,
1462358262,0.730369,0.140634,0.074046,0.017220,
1462358262,0.814258,0.105776,0.012670,0.017220,
1462358263,0.031885,0.097362,0.002715,0.039130,
1462358263,0.670961,0.108180,0.002718,0.162630,
1462358263,0.830942,0.117796,0.020815,0.017220,
1462358263,0.423195,0.106978,0.007248,0.018240,
1462358264,0.008199,0.129816,0.106908,0.028800,
1462358264,0.008199,0.094958,0.036200,0.016065,
1462358264,0.772896,0.109382,0.002718,0.107184,
1462358265,0.968625,0.123806,0.009966,0.017220,
1462358265,0.976272,0.157462,0.108600,0.017220,
1462358265,0.651375,0.109382,0.041630,0.017220,
1462358265,1.145441,0.127412,0.049775,0.017220,
1462358266,0.880880,0.144240,0.111315,0.017192,
1462358266,0.626737,0.122604,0.074046,0.017220,
1462358266,0.908796,0.126210,0.047965,0.017220,
1462358267,0.040995,0.125008,0.117650,0.080178,
1462358267,0.931095,0.109382,0.016290,0.110880,
1462358267,0.677505,0.100968,0.002715,0.017220,
1462358267,0.592480,0.108180,0.002718,0.017220,
1462358268,0.477730,0.125008,0.038010,0.114576,
1462358268,1.120002,0.129816,0.074210,0.017192,
1462358268,0.299310,0.102170,0.002718,0.017220,
1462358269,0.012754,0.099766,0.002718,0.067145,
1462358269,0.708934,0.114190,0.002715,0.131931,
1462358269,0.609620,0.099766,0.021720,0.017220,
1462358269,0.583571,0.116594,0.001812,0.017220,
1462358270,0.008199,0.117796,0.114030,0.033184,
1462358270,0.008199,0.090150,0.038010,0.014175,
1462358270,0.053244,0.102170,0.002718,0.068376,
1462358271,1.173120,0.121402,0.002718,0.044280,
1462358271,1.176000,0.151452,0.037105,0.017192,
1462358271,0.554215,0.123806,0.112220,0.017220,
1462358271,0.802208,0.138230,0.043440,0.017220,
1462358272,1.538730,0.144240,0.104980,0.017192,
1462358272,0.772310,0.132220,0.074210,0.017192,
1462358272,0.745038,0.125008,0.084165,0.017220,
1462358273,0.008199,0.104574,0.101360,0.077904,
1462358273,0.573270,0.109382,0.002718,0.148800,
1462358273,0.639360,0.100968,0.002715,0.017220,
1462358273,0.609715,0.100968,0.002718,0.017192,
1462358274,0.098119,0.104574,0.028960,0.040922,
1462358274,0.562128,0.128614,0.075115,0.211302,
1462358274,0.797401,0.141836,0.055205,0.017220,
1462358275,0.552720,0.108180,0.002718,0.017220,
1462358275,0.061880,0.093756,0.002718,0.060480,
1462358275,0.548366,0.110584,0.021720,0.017220,
1462358275,0.827595,0.094958,0.002718,0.017220,
1462358276,0.126629,0.128614,0.131225,0.025461,
1462358276,0.008199,0.097362,0.044345,0.014175,
1462358276,0.008199,0.090150,0.002718,0.059354,
1462358277,0.783852,0.118998,0.002715,0.066474,
1462358277,1.039040,0.127412,0.016308,0.017220,
1462358277,0.995600,0.152654,0.111315,0.017220,
1462358277,0.579970,0.112988,0.038010,0.084939,
1462358278,1.015050,0.127412,0.058825,0.017220,
1462358278,0.976119,0.139432,0.100455,0.017220,
1462358278,0.720750,0.126210,0.069685,0.017220,
1462358279,0.026419,0.116594,0.103170,0.105156,
1462358279,1.011448,0.110584,0.005436,0.085008,
1462358279,1.057817,0.114190,0.002718,0.017220,
1462358279,0.616917,0.112988,0.002718,0.017220,
1462358280,0.044590,0.131018,0.054300,0.157139,
1462358280,1.105804,0.135826,0.075852,0.036900,
1462358280,0.733318,0.104574,0.031675,0.017220,
1462358281,0.166164,0.096160,0.002718,0.023120,
1462358281,0.273312,0.108180,0.002718,0.144609,
1462358281,0.813150,0.109382,0.002718,0.017220,
1462358281,0.603822,0.097362,0.020838,0.017220,
1462358282,0.482880,0.125008,0.032580,0.021600,
1462358282,0.008199,0.091352,0.016290,0.018900,
1462358282,0.159272,0.114190,0.002718,0.137340,
1462358283,0.813120,0.121402,0.001812,0.017220,
1462358283,1.480020,0.151452,0.053395,0.017192,
1462358283,0.489036,0.117796,0.114030,0.017220,
1462358283,0.984690,0.117796,0.016290,0.017220,
1462358284,0.986667,0.150250,0.088690,0.017192,
1462358284,1.129825,0.129816,0.095025,0.017220,
1462358284,0.792120,0.129816,0.060635,0.017220,
1462358285,0.640596,0.127412,0.094120,0.033908,
1462358285,0.008199,0.105776,0.076020,0.095890,
1462358285,0.576702,0.115392,0.002718,0.134397,
1462358285,0.934496,0.115392,0.002718,0.017220,
1462358286,1.047051,0.115392,0.002718,0.017220,
1462358286,1.148112,0.140634,0.074046,0.075091,
1462358286,1.143018,0.120200,0.030770,0.017220,
1462358287,0.193050,0.100968,0.002718,0.025872,
1462358287,0.542004,0.105776,0.002718,0.147312,
1462358287,0.651864,0.108180,0.020815,0.017220,
1462358287,0.770681,0.097362,0.002718,0.017220,
1462358288,0.634722,0.106978,0.036240,0.017080,
1462358288,0.008199,0.123806,0.104075,0.023064,
1462358288,0.008199,0.088948,0.012670,0.014175,
1462358289,0.008199,0.097362,0.002718,0.128160,
1462358289,0.612370,0.126210,0.001810,0.030750,
1462358289,0.008199,0.088948,0.002715,0.014175,
1462358289,0.007288,0.087746,0.001810,0.014175,
1462358290,0.007288,0.090150,0.001812,0.014175,
1462358290,0.007288,0.088948,0.001810,0.014175,
1462358290,0.007288,0.090150,0.001812,0.019845,
1462358291,0.007288,0.094958,0.001810,0.130543,
1462358291,0.007288,0.118998,0.001810,0.171387,
1462358291,0.007288,0.105776,0.001810,0.043600,
1462358291,0.007288,0.087746,0.001812,0.012285,
1462358292,0.007288,0.088948,0.001812,0.014175,
1462358292,0.007288,0.087746,0.001810,0.014175,
1462358292,0.007288,0.096160,0.001810,0.055100,
1462358293,0.007288,0.110584,0.001812,0.141120,
1462358293,0.007288,0.088948,0.001812,0.015328,
1462358293,0.007288,0.087746,0.001812,0.013230,
1462358294,0.007288,0.087746,0.001812,0.013230,
1462358294,0.007288,0.096160,0.001810,0.074592,
1462358294,0.422584,0.094958,0.001812,0.040590,
1462358294,0.007288,0.087746,0.001810,0.014175,
1462358295,0.007288,0.088948,0.001812,0.014175,
1462358295,0.007288,0.088948,0.001812,0.013230,
1462358295,0.007288,0.088948,0.001812,0.014175,
1462358296,0.007288,0.093756,0.001812,0.020790,
1462358296,0.065067,0.093756,0.001812,0.105570,
1462358296,0.040480,0.088948,0.001812,0.016896,
1462358296,0.007288,0.087746,0.001812,0.010395,
1462358297,0.007288,0.088948,0.001810,0.011340,
1462358297,0.007288,0.087746,0.001812,0.013230,
1462358297,0.007288,0.087746,0.001810,0.012285,
1462358298,0.007288,0.088948,0.001812,0.081081,
1462358298,0.007288,0.110584,0.001812,0.122300,
1462358298,0.007288,0.093756,0.001812,0.014430,
1462358299,0.007288,0.088948,0.001812,0.012285,
1462358299,0.007288,0.088948,0.001812,0.015120,
1462358299,0.007288,0.090150,0.001812,0.061020,
1462358299,0.398995,0.097362,0.001812,0.054164,
1462358300,0.007288,0.087746,0.001810,0.013230,
1462358300,0.007288,0.088948,0.001812,0.013230,
1462358300,0.007288,0.088948,0.001812,0.013230,
1462358301,0.007288,0.087746,0.001812,0.013230,
1462358301,0.007288,0.087746,0.001812,0.017955,
1462358301,0.007288,0.096160,0.001812,0.116857,
1462358301,0.007288,0.092554,0.001810,0.017730,
1462358302,0.007288,0.088948,0.001812,0.011340,
1462358302,0.007288,0.088948,0.001810,0.010395,
1462358302,0.007288,0.088948,0.001812,0.013230,
1462358303,0.007288,0.087746,0.001812,0.014175,
1462358303,0.007288,0.094958,0.001812,0.070560,
1462358303,0.007288,0.114190,0.001810,0.133164,
1462358304,0.007288,0.090150,0.001810,0.017568,
1462358304,0.007288,0.087746,0.001810,0.014175,
1462358304,0.007288,0.088948,0.001812,0.015120,
1462358304,0.007304,0.094958,0.001812,0.087453,
1462358305,0.511494,0.093756,0.001810,0.015860,
1462358305,0.007288,0.088948,0.001810,0.014175,
1462358305,0.007288,0.088948,0.001810,0.013230,
1462358306,0.007288,0.088948,0.001810,0.014175,
1462358306,0.007288,0.087746,0.001812,0.014175,
1462358306,0.007288,0.092554,0.001810,0.024700,
1462358306,0.007288,0.096160,0.001812,0.098040,
1462358307,0.007288,0.090150,0.001810,0.018144,
1462358307,0.007288,0.088948,0.001810,0.011340,
1462358307,0.007288,0.087746,0.001812,0.010395,
1462358308,0.007288,0.088948,0.001812,0.014175,
1462358308,0.007288,0.090150,0.001812,0.014175,
1462358308,0.007288,0.111786,0.001810,0.066033,
1462358308,0.007288,0.093756,0.001812,0.100792,
1462358309,0.007288,0.090150,0.001810,0.014265,
1462358309,0.007288,0.088948,0.001812,0.014175,
1462358309,0.007288,0.091352,0.001810,0.015120,
1462358310,0.007288,0.091352,0.001812,0.091308,
1462358310,0.383460,0.100968,0.001810,0.017220,
1462358310,0.007288,0.088948,0.001812,0.014175,
1462358311,0.007288,0.088948,0.001812,0.013230,
1462358311,0.007288,0.087746,0.001810,0.014175,
1462358311,0.007288,0.088948,0.001810,0.013230,
1462358311,0.007288,0.088948,0.001810,0.034452,
1462358312,0.007288,0.096160,0.001810,0.101222,
1462358312,0.007288,0.091352,0.001810,0.014340,
1462358312,0.007288,0.090150,0.001812,0.011340,
1462358313,0.007288,0.090150,0.001812,0.011340,
1462358313,0.006377,0.088948,0.001810,0.013230,
1462358313,0.007288,0.088948,0.001812,0.013230,
1462358313,0.007288,0.097362,0.001810,0.139494,
1462358314,0.173264,0.112988,0.001812,0.030836,
1462358314,0.010932,0.087746,0.001812,0.015248,
1462358314,0.007288,0.088948,0.001812,0.014175,
1462358315,0.007288,0.090150,0.001810,0.014175,
1462358315,0.128616,0.098564,0.001810,0.089148,
1462358315,0.385776,0.093756,0.001812,0.013896,
1462358316,0.007288,0.090150,0.001812,0.013230,
1462358316,0.007288,0.088948,0.001812,0.012285,
1462358316,0.007288,0.090150,0.001810,0.012285,
1462358316,0.007288,0.090150,0.001812,0.013230,
1462358317,0.007288,0.096160,0.001812,0.043335,
1462358317,0.007288,0.094958,0.001812,0.090552,
1462358317,0.007288,0.087746,0.002718,0.014400,
1462358318,0.007288,0.088948,0.001810,0.010395,
1462358318,0.007288,0.090150,0.001812,0.010395,
1462358318,0.007288,0.088948,0.001812,0.013230,
1462358318,0.007288,0.092554,0.001812,0.014175,
1462358319,0.007288,0.114190,0.001812,0.114800,
1462358319,0.007288,0.090150,0.001810,0.044240,
1462358319,0.007288,0.090150,0.001812,0.013230,
1462358320,0.007288,0.088948,0.001812,0.014175,
1462358320,0.007288,0.092554,0.001812,0.020790,
1462358320,0.037638,0.098564,0.001810,0.092000,
1462358321,0.017309,0.088948,0.001812,0.013230,
1462358321,0.007288,0.091352,0.001812,0.014175,
1462358321,0.007288,0.088948,0.001812,0.014175,
1462358321,0.007288,0.090150,0.001812,0.013230,
1462358322,0.007288,0.090150,0.001812,0.013230,
1462358322,0.007288,0.090150,0.001810,0.067000,
1462358322,0.007288,0.100968,0.001810,0.063952,
1462358323,0.007288,0.090150,0.001812,0.012285,
1462358323,0.007288,0.090150,0.001810,0.009450,
1462358323,0.007288,0.090150,0.001812,0.013230,
1462358323,0.007288,0.090150,0.001812,0.013230,
1462358324,0.007288,0.090150,0.001810,0.014175,
1462358324,0.007288,0.102170,0.001810,0.200910,
1462358324,0.875292,0.128614,0.001810,0.018240,
1462358325,0.038262,0.117796,0.089595,0.121900,
1462358325,0.518395,0.104574,0.020815,0.040623,
1462358325,0.141372,0.131018,0.079640,0.150426,
1462358325,1.163668,0.129816,0.043440,0.017220,
1462358326,0.575350,0.146644,0.102039,0.017220,
1462358326,0.192010,0.129816,0.074949,0.028431,
1462358326,0.007288,0.091352,0.015385,0.041925,
1462358327,0.306544,0.100968,0.002718,0.081312,
1462358327,0.725511,0.122604,0.063350,0.017220,
1462358327,1.926040,0.159866,0.094120,0.017192,
1462358327,0.272745,0.141836,0.115840,0.123278,
1462358328,0.570174,0.143038,0.121270,0.043050,
1462358328,0.737070,0.144240,0.111315,0.017220,
1462358328,0.957940,0.131018,0.075852,0.017220,
1462358329,0.779247,0.128614,0.060635,0.017192,
1462358329,0.693225,0.123806,0.109505,0.017220,
1462358329,0.128936,0.097362,0.026245,0.065148,
1462358329,0.146308,0.112988,0.015385,0.153035,
1462358330,0.443034,0.099766,0.002718,0.017220,
1462358330,0.374591,0.117796,0.064255,0.035936,
1462358330,0.008199,0.143038,0.074046,0.176624,
1462358331,0.857556,0.110584,0.023530,0.017220,
1462358331,0.742512,0.106978,0.002718,0.017220,
1462358331,0.306234,0.093756,0.002718,0.039474,
1462358331,0.231136,0.111786,0.002715,0.140070,
1462358332,0.792688,0.104574,0.021720,0.017220,
1462358332,0.375498,0.126210,0.056172,0.033544,
1462358332,0.032796,0.100968,0.091405,0.028950,
1462358333,0.008199,0.088948,0.004530,0.011340,
1462358333,0.008199,0.100968,0.002715,0.058986,
1462358333,1.064000,0.152654,0.037105,0.017192,
1462358333,1.017240,0.122604,0.109505,0.017220,
1462358334,0.114513,0.122604,0.041630,0.106299,
1462358334,0.612927,0.109382,0.055205,0.017220,
1462358334,0.921599,0.138230,0.108600,0.017192,
1462358335,1.135456,0.149048,0.074210,0.017220,
1462358335,0.811062,0.121402,0.069685,0.017220,
1462358335,0.542640,0.131018,0.106790,0.071398,
1462358335,0.008199,0.100968,0.023530,0.188925,
1462358336,0.490220,0.120200,0.010860,0.018450,
1462358336,0.609928,0.106978,0.002718,0.017220,
1462358336,0.489027,0.105776,0.011778,0.017220,
1462358337,0.605800,0.117796,0.077658,0.017220,
1462358337,0.593676,0.108180,0.002718,0.017220,
1462358337,0.219382,0.096160,0.002718,0.078890,
1462358337,0.492032,0.112988,0.002715,0.073860,
1462358338,1.018804,0.110584,0.021720,0.017220,
1462358338,0.465102,0.125008,0.078735,0.031724,
1462358338,0.008199,0.109382,0.085975,0.018900,
1462358339,0.008199,0.090150,0.002718,0.015120,
1462358339,0.008199,0.092554,0.002718,0.094917,
1462358339,0.887852,0.118998,0.002718,0.017192,
1462358339,1.033328,0.145442,0.073305,0.017220,
1462358340,0.751660,0.132220,0.095930,0.016842,
1462358340,0.975611,0.123806,0.060635,0.017220,
1462358340,0.912960,0.138230,0.103170,0.017220,
1462358341,0.618840,0.127412,0.072240,0.017220,
1462358341,1.011507,0.139432,0.085975,0.017220,
1462358341,0.265356,0.109382,0.095930,0.073255,
1462358341,0.008199,0.112988,0.002718,0.162400,
1462358342,1.126572,0.121402,0.002718,0.017220,
1462358342,0.441222,0.105776,0.002718,0.017220,
1462358342,0.436692,0.108180,0.011765,0.033210,
1462358343,0.081079,0.135826,0.084882,0.165418,
1462358343,0.851184,0.120200,0.067875,0.017220,
1462358343,0.768873,0.104574,0.002718,0.017220,
1462358343,0.034618,0.110584,0.002715,0.150946,
1462358344,0.556025,0.110584,0.002715,0.035670,
1462358344,0.632060,0.108180,0.021720,0.017220,
1462358344,0.508368,0.122604,0.091405,0.019652,
1462358345,0.026419,0.092554,0.083260,0.018960,
1462358345,0.008199,0.090150,0.002718,0.014175,
1462358345,0.008199,0.118998,0.002718,0.111328,
1462358346,0.991466,0.127412,0.002718,0.017192,
1462358346,1.660416,0.146644,0.090500,0.017192,
1462358346,0.783560,0.146644,0.066970,0.083439,
1462358346,0.349384,0.115392,0.022625,0.049240,
1462358347,0.882000,0.129816,0.095025,0.017192,
1462358347,1.603355,0.146644,0.083260,0.017220,
1462358347,0.653376,0.135826,0.115840,0.017220,
1462358347,0.156520,0.100968,0.016290,0.113940,
1462358348,0.374065,0.112988,0.002715,0.082477,
1462358348,0.621705,0.106978,0.002718,0.017220,
1462358348,0.751554,0.120200,0.002718,0.017220,
1462358349,0.327427,0.108180,0.051585,0.036416,
1462358349,0.064681,0.127412,0.078561,0.186300,
1462358349,0.607060,0.123806,0.033485,0.017220,
1462358349,0.512217,0.102170,0.002718,0.017220,
1462358350,0.491416,0.100968,0.002718,0.029000,
1462358350,0.020953,0.103372,0.002715,0.138620,
1462358350,1.251696,0.109382,0.021720,0.017220,
1462358351,0.203840,0.121402,0.135750,0.024380,
1462358351,0.008199,0.090150,0.022625,0.014175,
1462358351,0.008199,0.091352,0.002718,0.048000,
1462358351,0.286064,0.116594,0.001810,0.073860,
1462358352,1.470096,0.134624,0.036200,0.017192,
1462358352,1.657179,0.141836,0.100455,0.021600,
1462358352,0.100100,0.112988,0.015385,0.133578,
1462358353,0.276080,0.128614,0.058825,0.018450,
1462358353,0.712902,0.147846,0.110410,0.017192,
1462358353,1.163512,0.131018,0.071495,0.017220,
1462358353,0.723765,0.129816,0.067875,0.017220,
1462358354,0.752960,0.121402,0.107695,0.017220,
1462358354,1.252545,0.108180,0.002718,0.017220,
1462358354,1.129842,0.106978,0.002715,0.017220,
1462358355,0.455362,0.120200,0.045250,0.140066,
1462358355,0.615020,0.146644,0.075115,0.049200,
1462358355,1.523769,0.112988,0.041630,0.017220,
1462358355,0.964971,0.096160,0.002718,0.023420,
1462358356,0.057330,0.111786,0.002715,0.185422,
1462358356,0.490280,0.105776,0.021720,0.017220,
1462358356,0.554191,0.096160,0.002718,0.017220,
1462358357,0.993377,0.129816,0.073305,0.018075,
1462358357,0.125355,0.097362,0.089595,0.027782,
1462358357,0.008199,0.108180,0.002718,0.095742,
1462358357,0.845130,0.138230,0.002718,0.017220,
1462358358,1.663212,0.141836,0.105885,0.017220,
1462358358,0.598980,0.141836,0.057015,0.117729,
1462358358,0.436294,0.117796,0.028055,0.017220,
1462358359,0.796835,0.135826,0.098645,0.017192,
1462358359,1.185528,0.141836,0.078561,0.017220,
1462358359,0.670512,0.122604,0.058825,0.017220,
1462358359,0.773463,0.140634,0.116745,0.061200,
1462358360,0.054660,0.103372,0.013575,0.175305,
1462358360,0.411696,0.116594,0.002715,0.029520,
1462358360,0.531080,0.105776,0.002718,0.017220,
1462358361,0.957440,0.105776,0.013575,0.017220,
1462358361,0.667080,0.139432,0.072240,0.017220,
1462358361,0.772452,0.110584,0.002718,0.017220,
1462358361,0.779646,0.115392,0.002718,0.016632,
1462358362,0.076440,0.092554,0.002718,0.141440,
1462358362,0.501490,0.116594,0.004525,0.017192,
1462358362,1.220802,0.104574,0.018100,0.017220,
1462358363,1.000974,0.109382,0.065232,0.017220,
1462358363,0.167544,0.120200,0.090500,0.025515,
1462358363,0.008199,0.090150,0.002718,0.013230,
1462358363,0.008199,0.096160,0.002718,0.129320,
1462358364,0.330344,0.129816,0.002715,0.034440,
1462358364,0.874332,0.126210,0.043440,0.017192,
1462358364,0.266760,0.111786,0.019910,0.110871,
1462358365,0.523474,0.109382,0.047965,0.017220,
1462358365,0.955500,0.145442,0.104075,0.017192,
1462358365,1.600494,0.127412,0.076755,0.017220,
1462358365,0.804852,0.127412,0.060635,0.017220,
1462358366,0.895794,0.112988,0.121270,0.017220,
1462358366,0.296589,0.105776,0.009050,0.171900,
1462358366,0.516378,0.105776,0.002715,0.017220,
1462358367,0.733341,0.104574,0.002718,0.017220,
1462358367,0.751225,0.109382,0.013590,0.017220,
1462358367,0.446012,0.120200,0.080367,0.068027,
1462358367,0.077350,0.123806,0.074046,0.145775,
1462358368,0.650080,0.098564,0.002718,0.017220,
1462358368,0.451188,0.094958,0.002715,0.017220,
1462358368,0.235144,0.105776,0.002715,0.085362,
1462358369,0.008199,0.106978,0.002715,0.149193,
1462358369,0.795392,0.114190,0.021720,0.017220,
1462358369,0.842797,0.094958,0.002718,0.017220,
1462358369,0.832440,0.121402,0.019026,0.017220,
1462358370,0.896544,0.104574,0.127605,0.026088,
1462358370,0.030063,0.104574,0.027150,0.027637,
1462358370,0.008199,0.096160,0.002718,0.124432,
1462358371,0.821632,0.123806,0.002715,0.019818,
1462358371,0.008199,0.088948,0.001812,0.014175,
1462358371,0.008199,0.090150,0.001810,0.014175,
1462358372,0.008199,0.087746,0.001810,0.015120,
1462358372,0.007288,0.088948,0.001810,0.016065,
1462358372,0.007288,0.088948,0.001810,0.043425,
1462358372,0.008199,0.098564,0.001812,0.094864,
1462358373,0.728625,0.106978,0.001812,0.017220,
1462358373,0.277851,0.106978,0.001812,0.020700,
1462358373,0.008199,0.088948,0.001812,0.012285,
1462358374,0.007288,0.088948,0.001812,0.012285,
1462358374,0.007288,0.088948,0.001812,0.017010,
1462358374,0.007288,0.093756,0.001810,0.172000,
1462358374,0.007288,0.117796,0.001810,0.070638,
1462358375,0.007288,0.087746,0.001812,0.014205,
1462358375,0.007288,0.087746,0.001812,0.013230,
1462358375,0.007288,0.088948,0.001810,0.019845,
1462358376,0.007288,0.092554,0.001812,0.106506,
1462358376,0.292190,0.097362,0.001810,0.017220,
1462358376,0.007288,0.090150,0.001812,0.011340,
1462358377,0.007288,0.087746,0.001812,0.014175,
1462358377,0.007288,0.088948,0.001812,0.013230,
1462358377,0.007288,0.088948,0.001810,0.014175,
1462358377,0.007288,0.092554,0.001810,0.054040,
1462358378,0.007288,0.098564,0.001810,0.104664,
1462358378,0.007288,0.088948,0.001810,0.014295,
1462358378,0.007288,0.087746,0.001810,0.014175,
1462358379,0.007288,0.088948,0.001812,0.014175,
1462358379,0.007288,0.087746,0.001810,0.011340,
1462358379,0.007288,0.087746,0.001812,0.015120,
1462358379,0.007288,0.114190,0.001810,0.135424,
1462358380,0.007288,0.094958,0.001812,0.040736,
1462358380,0.007288,0.087746,0.001810,0.013230,
1462358380,0.007288,0.088948,0.001810,0.017010,
1462358381,0.007288,0.091352,0.001810,0.025515,
1462358381,0.007288,0.099766,0.001810,0.088875,
1462358381,0.435267,0.088948,0.001810,0.022820,
1462358382,0.007288,0.088948,0.001810,0.012285,
1462358382,0.007288,0.087746,0.001812,0.014175,
