,mean_difference,sample_mean,sample_std,mannwhitneyu_statistic,savings_after24h,welchsttest_statistic,n,welchsttest_p,mannwhitneyu_p,cohensd,shapiro_W,improvement,shapiro_p
acrylicpaint,0.0,114.747961939,1.11931347092,450.0,-0.0,0.0,30,1.0,0.994099461617,0.0,0.936196804047,-0.0,0.0718770250678
acrylicpaint-lint-all,0.60353825364,115.351500193,0.762187164982,259.0,-7.573947899,-2.42790216975,29,0.0187344054495,0.00779265134873,0.628280145422,0.976027548313,-0.00525968604097,0.730057418346
acrylicpaint-lint-draw-allocation,-0.245101200383,114.502860739,0.989040203803,375.0,3.07583439904,0.892055122102,29,0.37614334882,0.366984270425,-0.231812054044,0.976850569248,0.00213599611045,0.753349721432
acrylicpaint-lint-overdraw,0.627499239683,115.375461179,0.696969137344,242.0,-7.87464012323,-2.58094955731,28,0.0128970734761,0.00574488619063,0.667774431477,0.982856571674,-0.00546850008558,0.912369012833
blank-app,-20.0025977187,94.7453642202,1.36925025383,0.0,251.01744927,60.6638424434,28,4.03533739638e-50,6.68090586617e-11,-16.0522519333,0.879513442516,0.174317673104,0.00391734857112
