,duration,energy_arm,energy_g3d,energy_kfc,energy_mem,experiment,temperature,timestamp
0,253,64.64802625,8.80483216667,15.4490605833,26.711045,acrylicpaint-lint-all,0.0,2016_07_14-18_57
1,254,64.3165814167,8.86182241667,15.6215230833,26.8900053333,acrylicpaint-lint-all,0.0,2016_07_14-19_18
2,254,64.0985425,9.10913041667,15.366067,26.9167060833,acrylicpaint-lint-all,0.0,2016_07_14-19_39
3,253,63.2733274167,8.82874441667,15.453382,26.78755825,acrylicpaint-lint-all,0.0,2016_07_14-20_01
4,254,65.37286,9.14246008333,15.214298,27.0771970833,acrylicpaint-lint-all,0.0,2016_07_14-20_22
5,253,63.2770085833,8.77605016667,15.5876609167,26.8783994167,acrylicpaint-lint-all,0.0,2016_07_14-20_43
6,253,63.76130575,8.89163825,15.5743726667,26.83082825,acrylicpaint-lint-all,0.0,2016_07_14-21_05
7,253,64.9423688333,8.86049416667,15.30958275,26.9712864167,acrylicpaint-lint-all,0.0,2016_07_14-21_26
8,253,64.10560875,8.71382183333,15.421013,26.816335,acrylicpaint-lint-all,0.0,2016_07_14-21_47
9,252,63.3572721667,8.88570591667,15.4173758333,26.7828996667,acrylicpaint-lint-all,0.0,2016_07_14-22_09
10,254,64.27014975,8.67535316667,15.3938995,26.92174125,acrylicpaint-lint-all,0.0,2016_07_14-22_30
11,254,62.6434820833,8.750887,15.57179075,26.9464725833,acrylicpaint-lint-all,0.0,2016_07_14-22_51
12,254,63.8792343333,8.840503,15.811861,27.0012140833,acrylicpaint-lint-all,0.0,2016_07_14-23_13
13,254,62.9554810833,9.10658091667,15.5219635833,27.0560981667,acrylicpaint-lint-all,0.0,2016_07_14-23_34
14,251,64.7439620833,8.70654258333,15.4791568333,26.6949163333,acrylicpaint-lint-all,0.0,2016_07_14-23_55
15,255,63.8266545,8.80181275,15.5027564167,26.9891575,acrylicpaint-lint-all,0.0,2016_07_15-00_17
16,252,64.97573375,8.72218616667,15.4554596667,26.7499614167,acrylicpaint-lint-all,0.0,2016_07_15-00_38
17,254,65.0201604167,9.14505225,15.2446771667,27.0660248333,acrylicpaint-lint-all,0.0,2016_07_15-00_59
